title,link,time,text
,https://economictimes.indiatimes.com/markets/stocks/recos/buy-huhtamaki-india-target-price-rs-280-icici-direct/articleshow/99808525.cms,"Apr 27, 2023, 12:46 PM IST","Huhtamaki India, incorporated in the year 1944, is a Small Cap company (having a market cap of Rs 1732.47 Crore) operating in Packaging sector."
,https://economictimes.indiatimes.com/markets/stocks/recos/buy-axis-bank-target-price-rs-1100-icici-direct/articleshow/99808291.cms,"Apr 27, 2023, 12:38 PM IST",Strong liability profile with healthy capitalisation makes the bank well placed to accrue earnings growth momentum. Healthy provision cover provides comfort on smoother earnings trajectory.
,https://economictimes.indiatimes.com/markets/stocks/recos/hold-nestle-india-target-price-rs-23000-icici-direct/articleshow/99806565.cms,"Apr 27, 2023, 11:41 AM IST","Nestle India, incorporated in the year 1959, is a Large Cap company (having a market cap of Rs 203041.37 Crore) operating in FMCG sector."
,https://economictimes.indiatimes.com/markets/stocks/recos/buy-indusind-bank-target-price-rs-1450-icici-direct/articleshow/99805997.cms,"Apr 27, 2023, 11:24 AM IST","IndusInd Bank, incorporated in the year 1994, is a banking company (having a market cap of Rs 88514.12 Crore)."
,https://economictimes.indiatimes.com/markets/stocks/recos/buy-federal-bank-target-price-rs-136-5-icici-direct/articleshow/99805192.cms,"Apr 27, 2023, 10:57 AM IST","Federal Bank, incorporated in the year 1931, is a banking company (having a market cap of Rs 28547.55 Crore)."
,https://economictimes.indiatimes.com/markets/stocks/recos/buy-pidilite-industries-target-price-rs-2444-icici-direct/articleshow/99804886.cms,"Apr 27, 2023, 10:43 AM IST","Pidilite Industries, incorporated in the year 1969, is a Large Cap company (having a market cap of Rs 122818.89 Crore) operating in Diversified sector."
,https://economictimes.indiatimes.com/markets/stocks/recos/buy-newgen-software-technologies-target-price-rs-550-axis-securities/articleshow/99804601.cms,"Apr 27, 2023, 10:30 AM IST","Daily, weekly strong uptrend forming a series ofhigher tops and bottoms."
,https://economictimes.indiatimes.com/markets/stocks/recos/buy-berger-paints-india-target-price-rs-650-axis-securities/articleshow/99804378.cms,"Apr 27, 2023, 10:21 AM IST","Strong comeback of bullish , fastest retracement ofrecent down fall, huge rising volumes."
,https://economictimes.indiatimes.com/markets/stocks/recos/buy-siemens-target-price-rs-3685-axis-securities/articleshow/99804175.cms,"Apr 27, 2023, 10:11 AM IST","Siemens, incorporated in the year 1957, is a Large Cap company (having a market cap of Rs 123028.86 Crore) operating in Engineering sector."
,https://economictimes.indiatimes.com/markets/stocks/recos/buy-gujarat-narmada-valley-fertilizers-amp-chemicals-target-price-rs-670-axis-securities/articleshow/99803874.cms,"Apr 27, 2023, 09:59 AM IST",Strong trend reversal on the daily chart along withhuge volumes.
,https://economictimes.indiatimes.com/markets/stocks/recos/buy-persistent-systems-target-price-rs-5880-hdfc-securities/articleshow/99784037.cms,"Apr 26, 2023, 02:29 PM IST","Persistent Systems, incorporated in the year 1990, is a Mid Cap company (having a market cap of Rs 34167.32 Crore) operating in IT Software sector."
,https://economictimes.indiatimes.com/markets/stocks/recos/reduce-fsn-e-commerce-ventures-target-price-rs-110-hdfc-securities/articleshow/99783726.cms,"Apr 26, 2023, 02:18 PM IST","Most of the fulfilment efficiency gains seem behind (especially in BPC); there may be room in customer acquisition costs (CAC) and product margins, but these are more a function of the competitive landscape and Nykaa remains in customer recruitment mode."
,https://economictimes.indiatimes.com/markets/stocks/recos/buy-mahindra-logistics-target-price-rs-455-sharekhan-by-bnp-paribas/articleshow/99782183.cms,"Apr 26, 2023, 01:28 PM IST","Mahindra Logistics, incorporated in the year 2007, is a Mid Cap company (having a market cap of Rs 2641.18 Crore) operating in Logistics sector."
,https://economictimes.indiatimes.com/markets/stocks/recos/hold-ipca-laboratories-target-price-rs-790-sharekhan-by-bnp-paribas/articleshow/99781823.cms,"Apr 26, 2023, 01:15 PM IST","Ipca Laboratories, incorporated in the year 1949, is a Mid Cap company (having a market cap of Rs 17596.92 Crore) operating in Pharmaceuticals sector."
,https://economictimes.indiatimes.com/markets/stocks/recos/buy-persistent-systems-target-price-rs-5010-sharekhan-by-bnp-paribas/articleshow/99781646.cms,"Apr 26, 2023, 01:09 PM IST","Persistent Systems, incorporated in the year 1990, is a Mid Cap company (having a market cap of Rs 34314.06 Crore) operating in IT Software sector."
,https://economictimes.indiatimes.com/markets/stocks/recos/buy-au-small-finance-bank-target-price-rs-800-sharekhan-by-bnp-paribas/articleshow/99781389.cms,"Apr 26, 2023, 01:02 PM IST","Au Small Finance Bank, incorporated in the year 1996, is a banking company (having a market cap of Rs 42304.97 Crore)."
,https://economictimes.indiatimes.com/markets/stocks/recos/buy-bajaj-auto-target-price-rs-4782-sharekhan-by-bnp-paribas/articleshow/99779768.cms,"Apr 26, 2023, 12:05 PM IST","Promoters held 54.98 per cent stake in the company as of 31-Mar-2023, while FIIs owned 12.35 per cent, DIIs 10.79 per cent."
,https://economictimes.indiatimes.com/markets/stocks/recos/buy-nestle-india-target-price-rs-22990-sharekhan-by-bnp-paribas/articleshow/99779375.cms,"Apr 26, 2023, 11:52 AM IST","The stock is currently trading at 66.0x and 57.0x its CY2023E and CY2024E earnings, respectively."
,https://economictimes.indiatimes.com/markets/stocks/recos/buy-canara-bank-target-price-rs-311-4-icici-direct/articleshow/99779100.cms,"Apr 26, 2023, 11:41 AM IST","ICICI Direct recommended to keep stop loss at Rs 304.7 Canara Bank, incorporated in the year 1906, is a banking company (having a market cap of Rs 55539.60 Crore)."
,https://economictimes.indiatimes.com/markets/stocks/recos/buy-ultratech-cement-target-price-rs-7489-icici-direct/articleshow/99777464.cms,"Apr 26, 2023, 10:40 AM IST",Price rebounding after taking support at the 50 day EMA and 61.8% retracement of the previous up move signaling pullback likely in coming sessions.
,https://economictimes.indiatimes.com/markets/stocks/recos/buy-shriram-finance-target-price-rs-1500-sharekhan-by-bnp-paribas/articleshow/99776535.cms,"Apr 26, 2023, 09:59 AM IST","Promoters held 25.51 per cent stake in the company as of 31-Mar-2023, while FIIs owned 49.78 per cent, DIIs 11.74 per cent."
,https://economictimes.indiatimes.com/markets/stocks/recos/buy-delta-corp-target-price-rs-208-sharekhan-by-bnp-paribas/articleshow/99776319.cms,"Apr 26, 2023, 09:51 AM IST",Breakout from the falling wedge pattern which is a bullish reversal pattern.
,https://economictimes.indiatimes.com/markets/stocks/recos/buy-indian-hotels-company-target-price-rs-360-sharekhan-by-bnp-paribas/articleshow/99776020.cms,"Apr 26, 2023, 09:34 AM IST","Indian Hotels Company, incorporated in the year 1902, is a Mid Cap company (having a market cap of Rs 48790.75 Crore) operating in Tourism & Hospitality sector."
,https://economictimes.indiatimes.com/markets/stocks/recos/buy-macrotech-developers-target-price-rs-1249-hdfc-securities/articleshow/99752695.cms,"Apr 25, 2023, 12:20 PM IST","Macrotech Developers, incorporated in the year 1995, is a Small Cap company (having a market cap of Rs 43939.15 Crore) operating in Real Estate sector."
,https://economictimes.indiatimes.com/markets/stocks/recos/buy-indusind-bank-ltd-target-price-rs-1410-yes-securities/articleshow/99751962.cms,"Apr 25, 2023, 11:59 AM IST","IndusInd Bank, incorporated in the year 1994, is a banking company (having a market cap of Rs 86977.85 Crore)."
,https://economictimes.indiatimes.com/markets/stocks/recos/reduce-indusind-bank-target-price-rs-1025-hdfc-securities/articleshow/99751748.cms,"Apr 25, 2023, 11:52 AM IST","IndusInd Bank, incorporated in the year 1994, is a banking company (having a market cap of Rs 86977.85 Crore)."
,https://economictimes.indiatimes.com/markets/stocks/recos/accumulate-olectra-greentech-target-price-rs-738-geojit-financial-services/articleshow/99751616.cms,"Apr 25, 2023, 11:46 AM IST","Recommend Accumulate rating, considering capacity expansion & strong earnings growth."
,https://economictimes.indiatimes.com/markets/stocks/recos/buy-ipca-laboratories-ltd-target-price-rs-940-motilal-oswal-financial-services/articleshow/99751465.cms,"Apr 25, 2023, 11:40 AM IST","Ipca Laboratories, incorporated in the year 1949, is a Mid Cap company (having a market cap of Rs 18871.79 Crore) operating in Pharmaceuticals sector."
,https://economictimes.indiatimes.com/markets/stocks/recos/motilal-oswal-financial-services-neutral-on-navin-fluorine-international-target-price-rs-4700nbsp/articleshow/99750981.cms,"Apr 25, 2023, 11:25 AM IST","Navin Fluorine International, incorporated in the year 1998, is a Mid Cap company (having a market cap of Rs 23188.90 Crore) operating in Chemicals sector."
,https://economictimes.indiatimes.com/markets/stocks/recos/buy-macrotech-developers-target-price-rs-1250-motilal-oswal-financial-services/articleshow/99750725.cms,"Apr 25, 2023, 11:18 AM IST","At the CMP, the stock trades at par to P/NAV, indicating no premium assigned to growth beyond FY24."
,https://economictimes.indiatimes.com/markets/stocks/recos/buy-apollo-hospitals-enterprise-target-price-rs-5580-motilal-oswal-financial-services/articleshow/99750442.cms,"Apr 25, 2023, 11:08 AM IST","Apollo Hospitals Enterprise, incorporated in the year 1979, is a Large Cap company (having a market cap of Rs 63435.63 Crore) operating in Hospitals & Allied Services sector."
"Buy IndusInd Bank, target price Rs 1450: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-indusind-bank-target-price-rs-1450-motilal-oswal-financial-services/articleshow/99750272.cms,"Apr 25, 2023, 11:02 AM IST","Promoters held 16.5 per cent stake in the company as of 31-Mar-2023, while FIIs owned 42.16 per cent, DIIs 26.38 per cent."
"Buy IndusInd Bank, target price Rs 1375: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-indusind-bank-target-price-rs-1375-jm-financial/articleshow/99749603.cms,"Apr 25, 2023, 10:37 AM IST","IndusInd Bank, incorporated in the year 1994, is a banking company (having a market cap of Rs 85503.65 Crore)."
"Buy Samvardhana Motherson International, target price Rs 100: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-samvardhana-motherson-internationa-target-price-rs-100-jm-financial/articleshow/99749312.cms,"Apr 25, 2023, 10:27 AM IST",The brokerage reiterates BUY with Mar’24 TP of INR 100 (18x FY25e EPS). Global slowdown and continued inflationary pressure are the key risk
"Buy IndusInd Bank, target price Rs 1322: LKP Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-indusind-bank-target-price-rs-1322-lkp-securities/articleshow/99748843.cms,"Apr 25, 2023, 10:09 AM IST","IndusInd Bank, incorporated in the year 1994, is a banking company (having a market cap of Rs 85503.65 Crore)."
"Buy Bank of Baroda, target price Rs 182.3 : ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-bank-of-baroda-target-price-rs-182-3-icici-direct/articleshow/99748705.cms,"Apr 25, 2023, 10:01 AM IST","Bank of Baroda, incorporated in the year 1911, is a banking company (having a market cap of Rs 94687.64 Crore)."
"Buy Larsen & Toubro, target price Rs 2253: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-larsen-amp-toubro-target-price-rs-2253-icici-direct/articleshow/99748445.cms,"Apr 25, 2023, 09:50 AM IST","Larsen & Toubro, incorporated in the year 1946, is a Large Cap company (having a market cap of Rs 313267.93 Crore) operating in Construction sector."
"Buy Aditya Birla Capital, target price Rs 168: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-aditya-birla-capital-target-price-rs-168-icici-securities/articleshow/99748193.cms,"Apr 25, 2023, 09:38 AM IST","Aditya Birla Capital, incorporated in the year 2007, is a Large Cap company (having a market cap of Rs 38881.34 Crore) operating in NBFC sector."
"Buy Dr. Reddy's Laboratories, target price Rs 4980: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-dr-reddys-laboratories-target-price-rs-4980-icici-securities/articleshow/99748056.cms,"Apr 25, 2023, 09:30 AM IST","Promoters held 26.7 per cent stake in the company as of 31-Mar-2023, while FIIs owned 27.25 per cent, DIIs 23.03 per cent."
"Buy Titan Company, target price Rs 2730: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-titan-company-target-price-rs-2730-icici-securities/articleshow/99748003.cms,"Apr 25, 2023, 09:26 AM IST","Titan Company, incorporated in the year 1984, is a Large Cap company (having a market cap of Rs 233447.81 Crore) operating in Gems and Jewellery sector."
"Buy IndusInd Bank, target price Rs 1360: BNP Paribas Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-indusind-bank-target-price-rs-1360-bnp-paribas-securities/articleshow/99726237.cms,"Apr 24, 2023, 01:25 PM IST","The key upside risk to the brokerage's call is a full cyclical reversal and high growth sentiment in its core CV, MFI businesses that may accelerate earnings momentum."
"Buy Axis Bank, target price Rs 1140: BNP Paribas Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-axis-bank-target-price-rs-1140-bnp-paribas-securities/articleshow/99726073.cms,"Apr 24, 2023, 01:18 PM IST","A protracted high interest-rate cycle is a greater risk to the bank than to large private peers, in terms of potential market share loss in prime credit."
"Buy ICICI Bank, target price Rs 1130: BNP Paribas Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-icici-bank-target-price-rs-1130-bnp-paribas-securities/articleshow/99725916.cms,"Apr 24, 2023, 01:12 PM IST","ICICI Bank, incorporated in the year 1994, is a banking company (having a market cap of Rs 626253.83 Crore)."
"Buy HDFC Bank, target price Rs 2180: BNP Paribas Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-hdfc-bank-target-price-rs-2180-bnp-paribas-securities/articleshow/99725667.cms,"Apr 24, 2023, 01:05 PM IST","HDFC Bank, incorporated in the year 1994, is a banking company (having a market cap of Rs 935890.26 Crore)."
"Buy Aarti Industries, target price Rs 563.9 : ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-aarti-industries-target-price-rs-563-9-icici-direct/articleshow/99724289.cms,"Apr 24, 2023, 12:21 PM IST","Aarti Industries, incorporated in the year 1984, is a Mid Cap company (having a market cap of Rs 20041.04 Crore) operating in Pharmaceuticals sector."
"Buy Kotak Mahindra Bank, target price Rs 1912.7: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-kotak-mahindra-bank-target-price-rs-1912-7-icici-direct/articleshow/99724078.cms,"Apr 24, 2023, 12:14 PM IST","Kotak Mahindra Bank, incorporated in the year 1985, is a banking company (having a market cap of Rs 373780.55 Crore)."
"Buy ICICI Bank, target price Rs 1058: LKP Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-icici-bank-target-price-rs-1058-lkp-securities/articleshow/99723754.cms,"Apr 24, 2023, 12:01 PM IST","ICICI Bank, incorporated in the year 1994, is a banking company (having a market cap of Rs 625555.55 Crore)."
"Buy Navin Fluorine International, target price Rs 5080: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-navin-fluorine-international-target-price-rs-5080-jm-financial/articleshow/99723513.cms,"Apr 24, 2023, 11:53 AM IST","Navin Fluorine International, incorporated in the year 1998, is a Mid Cap company (having a market cap of Rs 23391.64 Crore) operating in Chemicals sector."
"Buy HDFC Bank, target price Rs 1840: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-hdfc-bank-target-price-rs-1840-jm-financial/articleshow/99723106.cms,"Apr 24, 2023, 11:37 AM IST","Promoters held 25.59 per cent stake in the company as of 31-Mar-2023, while FIIs owned 32.24 per cent, DIIs 28.03 per cent."
"Buy Hindustan Zinc, target price Rs 335: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-hindustan-zinc-target-price-rs-335-jm-financial/articleshow/99722317.cms,"Apr 24, 2023, 11:07 AM IST","Hindustan Zinc key Products/Revenue Segments include Scrap, Export Incentives, Wind Energy and Other Operating Revenue for the year ending 31-Mar-2022."
"Buy ICICI Bank, target price Rs 1115: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-icici-bank-target-price-rs-1115-jm-financial/articleshow/99721989.cms,"Apr 24, 2023, 10:56 AM IST","Promoters held 0 per cent stake in the company as of 31-Mar-2023, while FIIs owned 44.16 per cent, DIIs 44.99 per cent."
"Buy Reliance Industries, target price Rs 2900: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-reliance-industries-target-price-rs-2900-jm-financial/articleshow/99721175.cms,"Apr 24, 2023, 10:24 AM IST","The brokerage reiterated BUY (unchanged TP of Rs 2,900) given RIL’s industry leading capabilities across businesses and expectation of robust 13-14% EPS CAGR over the next 3-5 years."
"Sell ABB India, target price Rs 2960 Nuvama Wealth brokerage",https://economictimes.indiatimes.com/markets/stocks/recos/sell-abb-india-target-price-rs-2960-nuvama-wealth-brokerage/articleshow/99720869.cms,"Apr 24, 2023, 10:09 AM IST","ABB India, incorporated in the year 1949, is a Large Cap company (having a market cap of Rs 66821.07 Crore) operating in Engineering sector."
"Buy Poonawalla Fincorp, target price Rs 332: Nuvama Wealth",https://economictimes.indiatimes.com/markets/stocks/recos/buy-poonawalla-fincorp-target-price-rs-332-nuvama-wealthnbsp/articleshow/99720374.cms,"Apr 24, 2023, 09:46 AM IST","Poonawalla Fincorp, incorporated in the year 1978, is a Small Cap company (having a market cap of Rs 23821.73 Crore) operating in NBFC sector."
"Buy Balrampur Chini Mills, target price Rs 445: Nuvama Wealth",https://economictimes.indiatimes.com/markets/stocks/recos/buy-balrampur-chini-mills-target-price-rs-445-nuvama-wealthnbsp/articleshow/99720294.cms,"Apr 24, 2023, 09:40 AM IST",Registered its highest ever weekly close in a year indicating bullish momentum.
"Buy Relaxo Footwears, target price Rs 930: Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-relaxo-footwears-target-price-rs-930-sharekhan-by-bnp-paribas/articleshow/99662629.cms,"Apr 21, 2023, 01:29 PM IST","Relaxo Footwears, incorporated in the year 1984, is a Mid Cap company (having a market cap of Rs 20536.40 Crore) operating in Leather sector."
"Buy Bata India, target price Rs 1775 Sharekhan by BNP Paribas",https://economictimes.indiatimes.com/markets/stocks/recos/buy-bata-india-target-price-rs-1775-sharekhan-by-bnp-paribas/articleshow/99662426.cms,"Apr 21, 2023, 01:21 PM IST","Bata India, incorporated in the year 1931, is a Large Cap company (having a market cap of Rs 18957.81 Crore) operating in Leather sector."
"Hold Tata Power Company, target price Rs 220: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/hold-tata-power-company-target-price-rs-220-jm-financial/articleshow/99660849.cms,"Apr 21, 2023, 12:24 PM IST","Tata Power Company, incorporated in the year 1919, is a Mid Cap company (having a market cap of Rs 62596.70 Crore) operating in Power sector."
"Hold JSW Energy, target price Rs 270 : JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/hold-jsw-energy-target-price-rs-270-jm-financial/articleshow/99660695.cms,"Apr 21, 2023, 12:18 PM IST","JSW Energy, incorporated in the year 1994, is a Mid Cap company (having a market cap of Rs 41939.23 Crore) operating in Power sector."
"Buy NTPC Ltd., target price Rs 205: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-ntpc-ltd-target-price-rs-205-jm-financial/articleshow/99660153.cms,"Apr 21, 2023, 11:58 AM IST","NTPC, incorporated in the year 1975, is a Large Cap company (having a market cap of Rs 163728.21 Crore) operating in Power sector."
"Buy ICICI Prudential Life Insurance Company, target price Rs 600: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-icici-prudential-life-insurance-company-target-price-rs-600-jm-financial/articleshow/99659520.cms,"Apr 21, 2023, 11:36 AM IST","ICICI Prudential Life Insurance Company, incorporated in the year 2000, is a Large Cap company (having a market cap of Rs 64145.90 Crore) operating in Financial Services sector."
"Buy Cyient, target price Rs 1360: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-cyient-target-price-rs-1360-motilal-oswal-financial-services/articleshow/99659074.cms,"Apr 21, 2023, 11:22 AM IST","Cyient, incorporated in the year 1991, is a Mid Cap company (having a market cap of Rs 12737.69 Crore) operating in IT Software sector."
Motilal Oswal Financial Services neutral on Tata Communications; target price Rs 1200,https://economictimes.indiatimes.com/markets/stocks/recos/motilal-oswal-financial-services-neutral-on-tata-target-price-rs-1200/articleshow/99658924.cms,"Apr 21, 2023, 11:15 AM IST","Tata Communications, incorporated in the year 1986, is a Mid Cap company (having a market cap of Rs 34882.58 Crore) operating in Telecommunications sector."
"Buy ICICI Prudential Life Insurance Company, target price Rs 550: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-icici-prudential-life-insurance-company-target-price-rs-550-motilal-oswal-financial-services/articleshow/99658720.cms,"Apr 21, 2023, 11:08 AM IST","ICICI Prudential Life Insurance Company, incorporated in the year 2000, is a Large Cap company (having a market cap of Rs 64145.90 Crore) operating in Financial Services sector."
"Buy HCL Technologies, target price Rs 1250 : Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-hcl-technologies-target-price-rs-1250-motilal-oswal-financial-services/articleshow/99658443.cms,"Apr 21, 2023, 10:59 AM IST","The stock is trading at ~15x FY25E EPS, which offers a margin of safety."
"Hold Mastek, target price Rs 1880: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/hold-mastek-target-price-rs-1880-icici-direct/articleshow/99658181.cms,"Apr 21, 2023, 10:50 AM IST",The brokerage expects revenues to grow at 12.8% CAGR in FY23-25E.
"Hold HCL Technologies, target price Rs 1065: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/hold-hcl-technologies-target-price-rs-1065-icici-securities/articleshow/99657995.cms,"Apr 21, 2023, 10:42 AM IST","HCL Technologies, incorporated in the year 1991, is a Large Cap company (having a market cap of Rs 286617.31 Crore) operating in IT Software sector."
"Buy Tata Communications, target price Rs 1510: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-tata-communications-target-price-rs-1510-icici-securities/articleshow/99657136.cms,"Apr 21, 2023, 10:06 AM IST",The brokerage believes strong revenue growth will eventually drive operating leverage and margin improvement.
"Buy Prestige Estates Projects, target price Rs 530: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-prestige-estates-projects-target-price-rs-530-icici-securities/articleshow/99656935.cms,"Apr 21, 2023, 09:59 AM IST","Prestige Estates Projects, incorporated in the year 1997, is a Mid Cap company (having a market cap of Rs 18064.83 Crore) operating in Real Estate sector."
